league,season,team,player,nation,age,born,preferred_foot,pos,cluster,Dominant_Role_in_Cluster
ITA-Serie A,2024 - 2025,Udinese,Lorenzo Lucca,ITA,23,2000,Right,ST,3,ST
ITA-Serie A,2024 - 2025,Udinese,Martín Payero,ARG,25,1998,Right,CM,14,CM
ITA-Serie A,2024 - 2025,Udinese,Oumar Solet,FRA,24,2000,Right,CB,10,CB
ITA-Serie A,2024 - 2025,Udinese,Sandi Lovrić,SVN,26,1998,Right,CM,13,LB
ITA-Serie A,2024 - 2025,Udinese,Thomas Kristensen,DEN,22,2002,Right,CB,10,CB
ITA-Serie A,2024 - 2025,Venezia,Alessio Zerbin,ITA,25,1999,Right,RM,6,RM
ITA-Serie A,2024 - 2025,Venezia,Alfred Duncan,GHA,31,1993,Left,CM,14,CM
ITA-Serie A,2024 - 2025,Venezia,Fali Candé,GNB,26,1998,Left,CB,10,CB
ITA-Serie A,2024 - 2025,Venezia,Francesco Zampano,ITA,30,1993,Right,LB,8,CB
ITA-Serie A,2024 - 2025,Venezia,Gaetano Oristanio,ITA,21,2002,Left,CAM,16,RM
ITA-Serie A,2024 - 2025,Venezia,Gianluca Busio,USA,22,2002,Right,CM,6,RM
ITA-Serie A,2024 - 2025,Venezia,Hans Nicolussi Caviglia,ITA,24,2000,Right,CDM,2,CDM
ITA-Serie A,2024 - 2025,Venezia,Issa Doumbia,ITA,20,2003,Right,CM,14,CM
ITA-Serie A,2024 - 2025,Venezia,Jay Idzes,IDN,24,2000,Right,CB,4,CB
ITA-Serie A,2024 - 2025,Venezia,Joel Pohjanpalo,FIN,29,1994,Right,ST,12,ST
ITA-Serie A,2024 - 2025,Venezia,John Yeboah,ECU,24,2000,Left,ST,12,ST
ITA-Serie A,2024 - 2025,Venezia,Kike Pérez,ESP,27,1997,Left,CM,14,CM
ITA-Serie A,2024 - 2025,Venezia,Marin Šverko,CRO,26,1998,Left,CB,8,CB
ITA-Serie A,2024 - 2025,Venezia,Michael Svoboda,AUT,25,1998,Right,CB,8,CB
ITA-Serie A,2024 - 2025,Venezia,Ridgeciano Haps,SUR,31,1993,Left,LB,14,CM
ENG-Premier League,2023 - 2024,Arsenal,Bukayo Saka,ENG,21,2001,Left,RW,9,CAM
ENG-Premier League,2023 - 2024,Arsenal,Declan Rice,ENG,24,1999,Right,CDM,7,CM
ENG-Premier League,2023 - 2024,Arsenal,Eddie Nketiah,ENG,24,1999,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Arsenal,Gabriel Jesus,BRA,26,1997,Right,ST,17,ST
ENG-Premier League,2023 - 2024,Arsenal,Gabriel Martinelli,BRA,22,2001,Right,LW,0,RM
ENG-Premier League,2023 - 2024,Arsenal,Jakub Kiwior,POL,23,2000,Left,CB,8,CB
ENG-Premier League,2023 - 2024,Arsenal,Kai Havertz,GER,24,1999,Left,ST,11,ST
ENG-Premier League,2023 - 2024,Arsenal,Leandro Trossard,BEL,28,1994,Right,LW,11,ST
ENG-Premier League,2023 - 2024,Arsenal,Martin Ødegaard,NOR,24,1998,Left,CM,9,CAM
ENG-Premier League,2023 - 2024,Arsenal,Oleksandr Zinchenko,UKR,26,1996,Left,LB,5,CDM
ENG-Premier League,2023 - 2024,Arsenal,William Saliba,FRA,22,2001,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Aston Villa,Boubacar Kamara,FRA,23,1999,Right,CDM,1,CDM
ENG-Premier League,2023 - 2024,Aston Villa,Clément Lenglet,FRA,28,1995,Left,CB,10,CB
ENG-Premier League,2023 - 2024,Aston Villa,Diego Carlos,BRA,30,1993,Right,CB,4,CB
ENG-Premier League,2023 - 2024,Aston Villa,Douglas Luiz,BRA,25,1998,Right,CM,7,CM
ENG-Premier League,2023 - 2024,Aston Villa,Ezri Konsa,ENG,25,1997,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Aston Villa,John McGinn,SCO,28,1994,Left,LM,13,LB
ENG-Premier League,2023 - 2024,Aston Villa,Leon Bailey,JAM,25,1997,Left,RM,11,ST
ENG-Premier League,2023 - 2024,Aston Villa,Lucas Digne,FRA,30,1993,Left,LB,18,LB
ENG-Premier League,2023 - 2024,Aston Villa,Matty Cash,POL,25,1997,Right,RB,2,CDM
ENG-Premier League,2023 - 2024,Aston Villa,Moussa Diaby,FRA,24,1999,Left,RM,16,RM
ENG-Premier League,2023 - 2024,Aston Villa,Ollie Watkins,ENG,27,1995,Right,ST,11,ST
ENG-Premier League,2023 - 2024,Aston Villa,Pau Torres,ESP,26,1997,Left,CB,15,CB
ENG-Premier League,2023 - 2024,Aston Villa,Youri Tielemans,BEL,26,1997,Right,CM,19,CM
ENG-Premier League,2023 - 2024,Aston Villa,Álex Moreno,ESP,30,1993,Left,LB,8,CB
ENG-Premier League,2023 - 2024,Bournemouth,Alex Scott,ENG,19,2003,Right,CAM,14,CM
ENG-Premier League,2023 - 2024,Bournemouth,Antoine Semenyo,GHA,23,2000,Right,RM,0,RM
ENG-Premier League,2023 - 2024,Bournemouth,Dango Ouattara,BFA,21,2002,Left,LM,6,RM
ENG-Premier League,2023 - 2024,Bournemouth,Dominic Solanke,ENG,25,1997,Right,ST,17,ST
ENG-Premier League,2023 - 2024,Bournemouth,Illia Zabarnyi,UKR,20,2002,Right,CB,4,CB
ENG-Premier League,2023 - 2024,Bournemouth,Justin Kluivert,NED,24,1999,Right,CAM,17,ST
ENG-Premier League,2023 - 2024,Bournemouth,Lewis Cook,ENG,26,1997,Right,CDM,2,CDM
ENG-Premier League,2023 - 2024,Bournemouth,Lloyd Kelly,ENG,24,1998,Left,CB,10,CB
ENG-Premier League,2023 - 2024,Bournemouth,Marcos Senesi,ARG,26,1997,Left,CB,4,CB
ENG-Premier League,2023 - 2024,Bournemouth,Marcus Tavernier,ENG,24,1999,Left,LM,0,RM
ENG-Premier League,2023 - 2024,Bournemouth,Milos Kerkez,HUN,19,2003,Left,LB,18,LB
ENG-Premier League,2023 - 2024,Bournemouth,Philip Billing,DEN,27,1996,Left,CM,12,ST
ENG-Premier League,2023 - 2024,Bournemouth,Ryan Christie,SCO,28,1995,Left,CDM,13,LB
ENG-Premier League,2023 - 2024,Brentford,Bryan Mbeumo,CMR,23,1999,Left,RW,11,ST
ENG-Premier League,2023 - 2024,Brentford,Christian Nørgaard,DEN,29,1994,Right,CDM,2,CDM
ENG-Premier League,2023 - 2024,Brentford,Ethan Pinnock,JAM,30,1993,Left,CB,4,CB
ENG-Premier League,2023 - 2024,Brentford,Frank Onyeka,NGA,25,1998,Right,CM,12,ST
ENG-Premier League,2023 - 2024,Brentford,Ivan Toney,ENG,27,1996,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Brentford,Keane Lewis-Potter,ENG,22,2001,Right,LB,3,ST
ENG-Premier League,2023 - 2024,Brentford,Kristoffer Ajer,NOR,25,1998,Right,RB,10,CB
ENG-Premier League,2023 - 2024,Brentford,Mads Roerslev,DEN,24,1999,Right,RB,18,LB
ENG-Premier League,2023 - 2024,Brentford,Mathias Jensen,DEN,27,1996,Right,CM,2,CDM
ENG-Premier League,2023 - 2024,Brentford,Mathias Jørgensen,DEN,33,1990,Right,LW,14,CM
ENG-Premier League,2023 - 2024,Brentford,Nathan Collins,IRL,22,2001,Right,CB,4,CB
ENG-Premier League,2023 - 2024,Brentford,Neal Maupay,FRA,26,1996,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Brentford,Vitaly Janelt,GER,25,1998,Left,CM,13,LB
ENG-Premier League,2023 - 2024,Brentford,Yoane Wissa,COD,26,1996,Right,ST,17,ST
ENG-Premier League,2023 - 2024,Brighton,Billy Gilmour,SCO,22,2001,Right,CM,5,CDM
ENG-Premier League,2023 - 2024,Brighton,Carlos Baleba,CMR,19,2004,Left,CDM,1,CDM
ENG-Premier League,2023 - 2024,Brighton,Danny Welbeck,ENG,32,1990,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Brighton,Evan Ferguson,IRL,18,2004,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Brighton,Facundo Buonanotte,ARG,18,2004,Left,RM,6,RM
ENG-Premier League,2023 - 2024,Brighton,Jan Paul van Hecke,NED,23,2000,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Brighton,João Pedro,BRA,21,2001,Right,ST,0,RM
ENG-Premier League,2023 - 2024,Brighton,Joël Veltman,NED,31,1992,Right,RB,8,CB
ENG-Premier League,2023 - 2024,Brighton,Kaoru Mitoma,JPN,26,1997,Right,LM,0,RM
ENG-Premier League,2023 - 2024,Brighton,Lewis Dunk,ENG,31,1991,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Brighton,Pascal Groß,GER,32,1991,Right,CDM,7,CM
ENG-Premier League,2023 - 2024,Brighton,Pervis Estupiñán,ECU,25,1998,Left,LB,19,CM
ENG-Premier League,2023 - 2024,Brighton,Simon Adingra,CIV,21,2002,Right,RM,0,RM
ENG-Premier League,2023 - 2024,Burnley,Charlie Taylor,ENG,29,1993,Left,LB,18,LB
ENG-Premier League,2023 - 2024,Burnley,Dara O'Shea,IRL,24,1999,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Burnley,Jacob Bruun Larsen,DEN,24,1998,Right,LM,3,ST
ENG-Premier League,2023 - 2024,Burnley,Josh Cullen,IRL,27,1996,Right,CDM,5,CDM
ENG-Premier League,2023 - 2024,Burnley,Lorenz Assignon,TOG,23,2000,Right,RB,14,CM
ENG-Premier League,2023 - 2024,Burnley,Luca Koleosho,ITA,18,2004,Right,LM,12,ST
ENG-Premier League,2023 - 2024,Burnley,Lyle Foster,RSA,22,2000,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Burnley,Sander Berge,NOR,25,1998,Right,CDM,5,CDM
ENG-Premier League,2023 - 2024,Burnley,Wilson Odobert,FRA,18,2004,Right,LW,0,RM
ENG-Premier League,2023 - 2024,Burnley,Zeki Amdouni,SUI,22,2000,Right,ST,17,ST
ENG-Premier League,2023 - 2024,Chelsea,Axel Disasi,FRA,25,1998,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Chelsea,Benoît Badiashile,FRA,22,2001,Left,CB,10,CB
ENG-Premier League,2023 - 2024,Chelsea,Cole Palmer,ENG,21,2002,Left,CAM,11,ST
ENG-Premier League,2023 - 2024,Chelsea,Conor Gallagher,ENG,23,2000,Right,CM,7,CM
ENG-Premier League,2023 - 2024,Chelsea,Enzo Fernández,ARG,22,2001,Right,CM,7,CM
ENG-Premier League,2023 - 2024,Chelsea,Levi Colwill,ENG,20,2003,Left,CB,4,CB
ENG-Premier League,2023 - 2024,Chelsea,Malo Gusto,FRA,20,2003,Right,RB,13,LB
ENG-Premier League,2023 - 2024,Chelsea,Marc Cucurella,ESP,25,1998,Left,LB,2,CDM
ENG-Premier League,2023 - 2024,Chelsea,Moisés Caicedo,ECU,21,2001,Right,CDM,5,CDM
ENG-Premier League,2023 - 2024,Chelsea,Nicolas Jackson,SEN,22,2001,Right,ST,17,ST
ENG-Premier League,2023 - 2024,Chelsea,Noni Madueke,ENG,21,2002,Left,RW,16,RM
ENG-Premier League,2023 - 2024,Chelsea,Raheem Sterling,ENG,28,1994,Right,LW,0,RM
ENG-Premier League,2023 - 2024,Chelsea,Trevoh Chalobah,ENG,24,1999,Right,CB,8,CB
ENG-Premier League,2023 - 2024,Crystal Palace,Adam Wharton,ENG,19,2004,Left,CDM,1,CDM
ENG-Premier League,2023 - 2024,Crystal Palace,Cheick Doucouré,MLI,23,2000,Right,CDM,14,CM
ENG-Premier League,2023 - 2024,Crystal Palace,Chris Richards,USA,23,2000,Right,CB,10,CB
ENG-Premier League,2023 - 2024,Crystal Palace,Eberechi Eze,ENG,25,1998,Right,CAM,11,ST
ENG-Premier League,2023 - 2024,Crystal Palace,Jean-Philippe Mateta,FRA,26,1997,Right,ST,17,ST
ENG-Premier League,2023 - 2024,Crystal Palace,Jefferson Lerma,COL,28,1994,Right,CDM,5,CDM
ENG-Premier League,2023 - 2024,Crystal Palace,Jeffrey Schlupp,GHA,30,1992,Left,LB,12,ST
ENG-Premier League,2023 - 2024,Crystal Palace,Joachim Andersen,DEN,27,1996,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Crystal Palace,Jordan Ayew,GHA,31,1991,Right,RM,0,RM
ENG-Premier League,2023 - 2024,Crystal Palace,Michael Olise,FRA,21,2001,Left,RM,11,ST
ENG-Premier League,2023 - 2024,Crystal Palace,Odsonne Édouard,FRA,25,1998,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Crystal Palace,Tyrick Mitchell,ENG,23,1999,Left,LB,13,LB
ENG-Premier League,2023 - 2024,Crystal Palace,Will Hughes,ENG,28,1995,Left,CDM,1,CDM
ENG-Premier League,2023 - 2024,Everton,Abdoulaye Doucouré,MLI,30,1993,Right,CAM,17,ST
ENG-Premier League,2023 - 2024,Everton,Amadou Onana,BEL,21,2001,Right,CDM,2,CDM
ENG-Premier League,2023 - 2024,Everton,Ashley Young,ENG,38,1985,Right,RB,18,LB
ENG-Premier League,2023 - 2024,Everton,Ben Godfrey,ENG,25,1998,Right,CB,14,CM
ENG-Premier League,2023 - 2024,Everton,Beto,GNB,25,1998,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Everton,Dominic Calvert-Lewin,ENG,26,1997,Right,ST,17,ST
ENG-Premier League,2023 - 2024,Everton,Dwight McNeil,ENG,23,1999,Left,LM,9,CAM
ENG-Premier League,2023 - 2024,Everton,Jack Harrison,ENG,26,1996,Left,RM,6,RM
ENG-Premier League,2023 - 2024,Everton,James Garner,ENG,22,2001,Right,CDM,2,CDM
ENG-Premier League,2023 - 2024,Everton,James Tarkowski,ENG,30,1992,Right,CB,4,CB
ENG-Premier League,2023 - 2024,Everton,Jarrad Branthwaite,ENG,21,2002,Left,CB,4,CB
ENG-Premier League,2023 - 2024,Everton,Vitaliy Mykolenko,UKR,24,1999,Left,LB,2,CDM
ENG-Premier League,2023 - 2024,Fulham,Alex Iwobi,NGA,27,1996,Right,LM,0,RM
ENG-Premier League,2023 - 2024,Fulham,Antonee Robinson,USA,25,1997,Left,LB,13,LB
ENG-Premier League,2023 - 2024,Fulham,Bobby De Cordova-Reid,JAM,30,1993,Right,RM,3,ST
ENG-Premier League,2023 - 2024,Fulham,Calvin Bassey,NGA,23,1999,Left,CB,4,CB
ENG-Premier League,2023 - 2024,Fulham,Harrison Reed,ENG,28,1995,Right,CDM,14,CM
ENG-Premier League,2023 - 2024,Fulham,Harry Wilson,WAL,26,1997,Left,RM,16,RM
ENG-Premier League,2023 - 2024,Fulham,Issa Diop,FRA,26,1997,Right,CB,10,CB
ENG-Premier League,2023 - 2024,Fulham,Raúl Jiménez,MEX,32,1991,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Fulham,Rodrigo Muniz,BRA,22,2001,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Fulham,Saša Lukić,SRB,26,1996,Right,CDM,14,CM
ENG-Premier League,2023 - 2024,Fulham,Tim Ream,USA,35,1987,Left,CB,8,CB
ENG-Premier League,2023 - 2024,Fulham,Timothy Castagne,BEL,27,1995,Right,RB,15,CB
ENG-Premier League,2023 - 2024,Fulham,Tom Cairney,SCO,32,1991,Left,CM,5,CDM
ENG-Premier League,2023 - 2024,Fulham,Tosin Adarabioyo,ENG,25,1997,Right,CB,10,CB
ENG-Premier League,2023 - 2024,Liverpool,Alexis Mac Allister,ARG,24,1998,Right,CM,2,CDM
ENG-Premier League,2023 - 2024,Liverpool,Andrew Robertson,SCO,29,1994,Left,LB,7,CM
ENG-Premier League,2023 - 2024,Liverpool,Cody Gakpo,NED,24,1999,Right,LM,17,ST
ENG-Premier League,2023 - 2024,Liverpool,Curtis Jones,ENG,22,2001,Right,CAM,14,CM
ENG-Premier League,2023 - 2024,Liverpool,Darwin Núñez,URU,24,1999,Right,ST,17,ST
ENG-Premier League,2023 - 2024,Liverpool,Dominik Szoboszlai,HUN,22,2000,Right,CAM,9,CAM
ENG-Premier League,2023 - 2024,Liverpool,Harvey Elliott,ENG,20,2003,Left,CAM,9,CAM
ENG-Premier League,2023 - 2024,Liverpool,Ibrahima Konaté,FRA,24,1999,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Liverpool,Jarell Quansah,ENG,20,2003,Right,CB,8,CB
ENG-Premier League,2023 - 2024,Liverpool,Joe Gomez,ENG,26,1997,Right,CB,5,CDM
ENG-Premier League,2023 - 2024,Liverpool,Luis Díaz,COL,26,1997,Right,LM,0,RM
ENG-Premier League,2023 - 2024,Liverpool,Mohamed Salah,EGY,31,1992,Left,RM,11,ST
ENG-Premier League,2023 - 2024,Liverpool,Ryan Gravenberch,NED,21,2002,Right,CDM,6,RM
ENG-Premier League,2023 - 2024,Liverpool,Trent Alexander-Arnold,ENG,24,1998,Right,RB,7,CM
ENG-Premier League,2023 - 2024,Liverpool,Virgil van Dijk,NED,32,1991,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Liverpool,Wataru Endo,JPN,30,1993,Right,CDM,5,CDM
ENG-Premier League,2023 - 2024,Luton Town,Albert Sambi Lokonga,BEL,23,1999,Right,CM,19,CM
ENG-Premier League,2023 - 2024,Luton Town,Alfie Doughty,ENG,23,1999,Left,LB,13,LB
ENG-Premier League,2023 - 2024,Luton Town,Amari'i Bell,JAM,29,1994,Left,CB,8,CB
ENG-Premier League,2023 - 2024,Luton Town,Carlton Morris,ENG,27,1995,Right,ST,17,ST
ENG-Premier League,2023 - 2024,Luton Town,Chiedozie Ogbene,IRL,26,1997,Right,RM,0,RM
ENG-Premier League,2023 - 2024,Luton Town,Elijah Adebayo,ENG,25,1998,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Luton Town,Gabriel Osho,NGA,24,1998,Right,CB,8,CB
ENG-Premier League,2023 - 2024,Luton Town,Issa Kaboré,BFA,22,2001,Right,RB,18,LB
ENG-Premier League,2023 - 2024,Luton Town,Jacob Brown,SCO,25,1998,Right,ST,12,ST
ENG-Premier League,2023 - 2024,Luton Town,Jordan Clark,ENG,29,1993,Right,CM,12,ST
ENG-Premier League,2023 - 2024,Luton Town,Reece Burke,ENG,26,1996,Right,CB,10,CB
ENG-Premier League,2023 - 2024,Luton Town,Ross Barkley,ENG,29,1993,Right,CM,7,CM
ENG-Premier League,2023 - 2024,Luton Town,Tahith Chong,CUW,23,1999,Left,CAM,6,RM
ENG-Premier League,2023 - 2024,Luton Town,Teden Mengi,ENG,21,2002,Right,CB,4,CB
ENG-Premier League,2023 - 2024,Manchester City,Bernardo Silva,POR,28,1994,Left,CM,9,CAM
ENG-Premier League,2023 - 2024,Manchester City,Erling Haaland,NOR,23,2000,Left,ST,17,ST
ENG-Premier League,2023 - 2024,Manchester City,Jack Grealish,ENG,27,1995,Right,LW,16,RM
ENG-Premier League,2023 - 2024,Manchester City,Jeremy Doku,BEL,21,2002,Right,LW,0,RM
ENG-Premier League,2023 - 2024,Manchester City,John Stones,ENG,29,1994,Right,CB,8,CB
ENG-Premier League,2023 - 2024,Manchester City,Joško Gvardiol,CRO,21,2002,Left,LB,7,CM
ENG-Premier League,2023 - 2024,Manchester City,Julián Álvarez,ARG,23,2000,Right,ST,9,CAM
ENG-Premier League,2023 - 2024,Manchester City,Kevin De Bruyne,BEL,32,1991,Right,CM,9,CAM
ENG-Premier League,2023 - 2024,Manchester City,Kyle Walker,ENG,33,1990,Right,RB,7,CM
ENG-Premier League,2023 - 2024,Manchester City,Manuel Akanji,SUI,28,1995,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Manchester City,Mateo Kovačić,CRO,29,1994,Right,CM,5,CDM
ENG-Premier League,2023 - 2024,Manchester City,Nathan Aké,NED,28,1995,Left,CB,15,CB
ENG-Premier League,2023 - 2024,Manchester City,Phil Foden,ENG,23,2000,Left,RW,11,ST
ENG-Premier League,2023 - 2024,Manchester City,Rodri,ESP,27,1996,Right,CDM,7,CM
ENG-Premier League,2023 - 2024,Manchester City,Rúben Dias,POR,26,1997,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Manchester Utd,Aaron Wan-Bissaka,COD,25,1997,Right,RB,1,CDM
ENG-Premier League,2023 - 2024,Manchester Utd,Alejandro Garnacho,ARG,19,2004,Right,CAM,0,RM
ENG-Premier League,2023 - 2024,Manchester Utd,Antony,BRA,23,2000,Left,RW,6,RM
ENG-Premier League,2023 - 2024,Manchester Utd,Bruno Fernandes,POR,28,1994,Right,CAM,9,CAM
ENG-Premier League,2023 - 2024,Manchester Utd,Casemiro,BRA,31,1992,Right,CDM,2,CDM
ENG-Premier League,2023 - 2024,Manchester Utd,Diogo Dalot,POR,24,1999,Right,RB,13,LB
ENG-Premier League,2023 - 2024,Manchester Utd,Harry Maguire,ENG,30,1993,Right,CB,4,CB
ENG-Premier League,2023 - 2024,Manchester Utd,Kobbie Mainoo,ENG,18,2005,Right,CM,19,CM
ENG-Premier League,2023 - 2024,Manchester Utd,Marcus Rashford,ENG,25,1997,Right,LM,0,RM
ENG-Premier League,2023 - 2024,Manchester Utd,Rasmus Højlund,DEN,20,2003,Left,ST,3,ST
ENG-Premier League,2023 - 2024,Manchester Utd,Scott McTominay,SCO,26,1996,Right,CM,3,ST
ENG-Premier League,2023 - 2024,Newcastle Utd,Alexander Isak,SWE,23,1999,Right,ST,17,ST
ENG-Premier League,2023 - 2024,Newcastle Utd,Anthony Gordon,ENG,22,2001,Right,LW,0,RM
ENG-Premier League,2023 - 2024,Newcastle Utd,Bruno Guimarães,BRA,25,1997,Right,CM,7,CM
ENG-Premier League,2023 - 2024,Newcastle Utd,Callum Wilson,ENG,31,1992,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Newcastle Utd,Dan Burn,ENG,31,1992,Left,CB,4,CB
ENG-Premier League,2023 - 2024,Newcastle Utd,Elliot Anderson,ENG,20,2002,Right,CDM,14,CM
ENG-Premier League,2023 - 2024,Newcastle Utd,Fabian Schär,SUI,31,1991,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Newcastle Utd,Jacob Murphy,ENG,28,1995,Right,RW,16,RM
ENG-Premier League,2023 - 2024,Newcastle Utd,Jamaal Lascelles,ENG,29,1993,Right,CB,8,CB
ENG-Premier League,2023 - 2024,Newcastle Utd,Joelinton,BRA,26,1996,Right,CM,6,RM
ENG-Premier League,2023 - 2024,Newcastle Utd,Kieran Trippier,ENG,32,1990,Right,RB,7,CM
ENG-Premier League,2023 - 2024,Newcastle Utd,Lewis Miley,ENG,17,2006,Right,CM,14,CM
ENG-Premier League,2023 - 2024,Newcastle Utd,Miguel Almirón,PAR,29,1994,Left,RW,6,RM
ENG-Premier League,2023 - 2024,Newcastle Utd,Sean Longstaff,ENG,25,1997,Right,CM,2,CDM
ENG-Premier League,2023 - 2024,Newcastle Utd,Sven Botman,NED,23,2000,Left,CB,8,CB
ENG-Premier League,2023 - 2024,Nott'ham Forest,Anthony Elanga,SWE,21,2002,Right,RW,0,RM
ENG-Premier League,2023 - 2024,Nott'ham Forest,Callum Hudson-Odoi,ENG,22,2000,Right,LM,11,ST
ENG-Premier League,2023 - 2024,Nott'ham Forest,Chris Wood,NZL,31,1991,Right,ST,17,ST
ENG-Premier League,2023 - 2024,Nott'ham Forest,Danilo,BRA,22,2001,Right,ST,1,CDM
ENG-Premier League,2023 - 2024,Nott'ham Forest,Harry Toffolo,ENG,27,1995,Left,LB,8,CB
ENG-Premier League,2023 - 2024,Nott'ham Forest,Morgan Gibbs-White,ENG,23,2000,Right,CAM,9,CAM
ENG-Premier League,2023 - 2024,Nott'ham Forest,Moussa Niakhate,SEN,27,1996,Left,CB,10,CB
ENG-Premier League,2023 - 2024,Nott'ham Forest,Murillo,BRA,21,2002,Left,CB,4,CB
ENG-Premier League,2023 - 2024,Nott'ham Forest,Neco Williams,WAL,22,2001,Right,LB,18,LB
ENG-Premier League,2023 - 2024,Nott'ham Forest,Nicolás Domínguez,ARG,25,1998,Right,CDM,1,CDM
ENG-Premier League,2023 - 2024,Nott'ham Forest,Ola Aina,NGA,26,1996,Right,RB,18,LB
ENG-Premier League,2023 - 2024,Nott'ham Forest,Orel Mangala,BEL,25,1998,Right,CDM,8,CB
ENG-Premier League,2023 - 2024,Nott'ham Forest,Ryan Yates,ENG,25,1997,Right,CDM,1,CDM
ENG-Premier League,2023 - 2024,Nott'ham Forest,Taiwo Awoniyi,NGA,25,1997,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Nott'ham Forest,Willy Boly,CIV,32,1991,Right,CB,8,CB
ENG-Premier League,2023 - 2024,Sheffield Utd,Andre Brooks,ENG,19,2003,Left,RM,14,CM
ENG-Premier League,2023 - 2024,Sheffield Utd,Anel Ahmedhodžić,BIH,24,1999,Right,CB,4,CB
ENG-Premier League,2023 - 2024,Sheffield Utd,Auston Trusty,USA,24,1998,Left,CB,4,CB
ENG-Premier League,2023 - 2024,Sheffield Utd,Cameron Archer,ENG,22,2001,Right,ST,3,ST
ENG-Premier League,2023 - 2024,Sheffield Utd,Gustavo Hamer,NED,26,1997,Right,LM,9,CAM
ENG-Premier League,2023 - 2024,Sheffield Utd,Jack Robinson,ENG,29,1993,Left,CB,4,CB
ENG-Premier League,2023 - 2024,Sheffield Utd,James Mcatee,ENG,20,2002,Left,RW,6,RM
ENG-Premier League,2023 - 2024,Sheffield Utd,Jayden Bogle,ENG,23,2000,Right,RB,2,CDM
ENG-Premier League,2023 - 2024,Sheffield Utd,Luke Thomas,ENG,22,2001,Left,LB,14,CM
ENG-Premier League,2023 - 2024,Sheffield Utd,Oliver Arblaster,ENG,19,2004,Right,CM,14,CM
ENG-Premier League,2023 - 2024,Sheffield Utd,Oliver Norwood,NIR,32,1991,Right,CDM,1,CDM
ENG-Premier League,2023 - 2024,Sheffield Utd,Vinicius Souza,BRA,24,1999,Right,CDM,2,CDM
ENG-Premier League,2023 - 2024,Tottenham,Ben Davies,WAL,30,1993,Left,CB,10,CB
ENG-Premier League,2023 - 2024,Tottenham,Brennan Johnson,WAL,22,2001,Right,RW,9,CAM
ENG-Premier League,2023 - 2024,Tottenham,Cristian Romero,ARG,25,1998,Right,CB,15,CB
ENG-Premier League,2023 - 2024,Tottenham,Dejan Kulusevski,SWE,23,2000,Left,CM,0,RM
ENG-Premier League,2023 - 2024,Tottenham,Destiny Udogie,ITA,20,2002,Left,LB,13,LB
ENG-Premier League,2023 - 2024,Tottenham,Emerson,BRA,24,1999,Left,LB,1,CDM
ENG-Premier League,2023 - 2024,Tottenham,James Maddison,ENG,26,1996,Right,CM,9,CAM
ENG-Premier League,2023 - 2024,Tottenham,Micky van de Ven,NED,22,2001,Left,CB,15,CB
ENG-Premier League,2023 - 2024,Tottenham,Pape Matar Sarr,SEN,20,2002,Right,CM,7,CM
ENG-Premier League,2023 - 2024,Tottenham,Pedro Porro,ESP,23,1999,Right,RB,13,LB
ENG-Premier League,2023 - 2024,Tottenham,Richarlison,BRA,26,1997,Right,ST,17,ST
ENG-Premier League,2023 - 2024,Tottenham,Rodrigo Bentancur,URU,26,1997,Right,CDM,14,CM
ENG-Premier League,2023 - 2024,Tottenham,Yves Bissouma,MLI,26,1996,Right,CDM,5,CDM
ENG-Premier League,2023 - 2024,West Ham,Edson Álvarez,MEX,25,1997,Right,CDM,2,CDM
ENG-Premier League,2023 - 2024,West Ham,James Ward-Prowse,ENG,28,1994,Right,CM,9,CAM
ENG-Premier League,2023 - 2024,West Ham,Jarrod Bowen,ENG,26,1996,Left,RM,11,ST
ENG-Premier League,2023 - 2024,West Ham,Konstantinos Mavropanos,GRE,25,1997,Right,CB,10,CB
ENG-Premier League,2023 - 2024,West Ham,Lucas Paquetá,BRA,25,1997,Left,CM,13,LB
ENG-Premier League,2023 - 2024,West Ham,Mohammed Kudus,GHA,22,2000,Left,RW,0,RM
